Year,School,City,County/State/ Territory,Count,All,African American,American Indian,Hispanic/ Latinx,Pacific Islander,Asian,White,Domestic Unknown,Int'l
2019,YREKA HIGH SCHOOL,Yreka,Siskiyou,App,5,,,,,,,,
2019,YREKA HIGH SCHOOL,Yreka,Siskiyou,Adm,,,,,,,,,
2019,YREKA HIGH SCHOOL,Yreka,Siskiyou,Enr,,,,,,,,,
2019,YUBA CITY HIGH SCHOOL,Yuba City,Sutter,App,27,,,6,,6,12,,
2019,YUBA CITY HIGH SCHOOL,Yuba City,Sutter,Adm,6,,,,,,3,,
2019,YUBA CITY HIGH SCHOOL,Yuba City,Sutter,Enr,3,,,,,,,,
2019,YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,App,19,,,9,,,9,,
2019,YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,Adm,3,,,,,,,,
2019,YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,Enr,,,,,,,,,
2020,A B MILLER HIGH SCHOOL,Fontana,San Bernardino,App,12,,,11,,,,,
2020,A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Adm,,,,,,,,,
2020,A B MILLER HIGH SCHOOL,Fontana,San Bernardino,Enr,,,,,,,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,App,17,,,8,,9,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Adm,6,,,,,4,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Enr,3,,,,,,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,App,106,,,6,,89,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Adm,21,,,,,19,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Enr,14,,,,,,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,App,48,,,30,,12,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Adm,10,,,4,,4,,,
2020,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Enr,4,,,,,,,,
2020,ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,App,6,,,,,,,,
2020,ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Adm,,,,,,,,,
2020,ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Enr,,,,,,,,,
2020,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,App,5,,,,,,,,
2020,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,App,6,,,,,,,,
2020,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Adm,,,,,,,,,
2020,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Enr,,,,,,,,,
2020,ACADEMY OF CAREERS/EXPLORATION,Helendale,San Bernardino,App,,,,,,,,,
2020,ACADEMY OF CAREERS/EXPLORATION,Helendale,San Bernardino,Adm,,,,,,,,,
2020,ACADEMY OF CAREERS/EXPLORATION,Helendale,San Bernardino,Enr,,,,,,,,,
2020,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,App,17,,,6,,10,,,
2020,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Adm,,,,,,,,,
2020,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Enr,,,,,,,,,
2020,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App,45,,,9,,26,7,,
2020,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Adm,15,,,4,,10,,,
2020,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Enr,6,,,,,4,,,
2020,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,App,19,,,5,,10,,,
2020,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Adm,8,,,,,5,,,
2020,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Enr,5,,,,,,,,
2020,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,65,,,5,,22,34,,
2020,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,14,,,,,4,9,,
2020,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enr,7,,,,,,5,,
2020,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,App,7,,,6,,,,,
2020,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Adm,,,,,,,,,
2020,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Enr,,,,,,,,,
2020,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App,15,,,12,,,,,
2020,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Adm,5,,,,,,,,
2020,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Enr,,,,,,,,,
2020,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,45,,,8,,21,12,,
2020,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm,,,,,,,,,
2020,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enr,,,,,,,,,
2020,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,78,,,,,52,14,,
2020,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm,13,,,,,12,,,
2020,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Enr,8,,,,,7,,,
2020,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,82,,,20,,14,45,,
2020,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,15,,,6,,,8,,
2020,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enr,6,,,,,,5,,
2020,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,49,8,,,,35,,,
2020,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm,8,,,,,5,,,
2020,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enr,7,,,,,4,,,
2020,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App,28,6,,21,,,,,
2020,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Adm,4,,,,,,,,
2020,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Enr,3,,,,,,,,
2020,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,111,,,7,,76,24,,
2020,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,32,,,4,,20,8,,
2020,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,18,,,,,14,4,,
2020,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App,32,,,,,21,11,,
2020,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm,,,,,,,,,
2020,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enr,,,,,,,,,
2020,ALBANY HIGH SCHOOL,Albany,Alameda,App,88,5,,9,,47,21,,
2020,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,21,,,,,13,5,,
2020,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,11,,,,,10,,,
2020,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,93,13,,38,,10,29,,
2020,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,19,,,5,,,9,,
2020,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enr,9,,,,,,6,,
2020,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,76,,,19,,53,,,
2020,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm,9,,,,,8,,,
2020,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enr,6,,,,,5,,,
2020,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,23,,,6,,5,8,,
2020,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Adm,5,,,,,,,,
2020,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Enr,,,,,,,,,
2020,ALISAL HIGH SCHOOL,Salinas,Monterey,App,50,,,47,,,,,
2020,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm,7,,,,,,,,
2020,ALISAL HIGH SCHOOL,Salinas,Monterey,Enr,3,,,,,,,,
2020,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,117,5,,10,,51,45,6,
2020,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm,22,,,,,13,6,,
2020,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enr,10,,,,,6,3,,
2020,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,App,5,,,,,,,,
2020,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,Adm,,,,,,,,,
2020,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App,9,,,,,,,,
2020,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Adm,3,,,,,,,,
2020,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App,11,,,,,,,,
2020,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Adm,4,,,,,,,,
2020,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App,15,,,12,,,,,
2020,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Adm,5,,,,,,,,
2020,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App,16,,,,,,,,
2020,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm,6,,,,,,,,
2020,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App,5,,,,,,,,
2020,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App,9,,,6,,,,,
2020,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App,17,,,15,,,,,
2020,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm,11,,,9,,,,,
2020,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Enr,4,,,,,,,,
2020,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,App,6,,,,,,,,
2020,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Adm,,,,,,,,,
2020,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,App,8,,,7,,,,,
2020,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Adm,4,,,,,,,,
2020,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App,19,,,18,,,,,
2020,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm,7,,,,,,,,
2020,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Enr,3,,,,,,,,
2020,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App,15,,,14,,,,,
2020,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm,5,,,4,,,,,
2020,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App,12,,,,,,,,
2020,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Adm,4,,,,,,,,
2020,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App,19,,,,,,,,
2020,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm,7,,,,,,,,
2020,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App,5,,,,,,,,
2020,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App,7,,,,,,,,
2020,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Adm,4,,,,,,,,
2020,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Enr,,,,,,,,,
2020,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,37,,,14,,12,7,,
2020,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm,5,,,3,,,,,
2020,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Enr,3,,,,,,,,
2020,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App,9,,,,,,,,
2020,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Adm,,,,,,,,,
2020,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Enr,,,,,,,,,
2020,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,183,,,,,132,25,12,7
2020,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,32,,,,,27,,,
2020,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,23,,,,,18,,,
2020,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,30,,,7,,18,,,
2020,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm,4,,,,,,,,
2020,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Enr,,,,,,,,,
2020,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,188,,,,,155,9,15,
2020,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,35,,,,,29,,,
2020,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,25,,,,,21,,,
2020,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,App,13,5,,6,,,,,
2020,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Adm,4,,,3,,,,,
2020,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Enr,,,,,,,,,
2020,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,31,,,28,,,,,
2020,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm,3,,,,,,,,
2020,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enr,,,,,,,,,
2020,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,App,,,,,,,,,
2020,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,17,,,,,,13,,
2020,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm,4,,,,,,3,,
2020,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enr,,,,,,,,,
2020,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,45,,,13,,31,,,
2020,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,10,,,,,,,,
2020,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,8,,,,,,,,
2020,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,62,10,,17,,19,12,,
2020,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,16,,,6,,6,,,
2020,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enr,9,,,4,,,,,
2020,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App,31,,,30,,,,,
2020,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Adm,9,,,,,,,,
2020,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Enr,5,,,,,,,,
2020,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,App,20,,,,,,,,
2020,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Adm,9,,,,,,,,
2020,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Enr,4,,,,,,,,
2020,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,App,8,,,,,,,,
2020,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ANIMO RALPH BUNCHE CHARTER HS,Los Angeles,Los Angeles,App,,,,,,,,,
2020,ANIMO RALPH BUNCHE CHARTER HS,Los Angeles,Los Angeles,Adm,,,,,,,,,
2020,ANIMO RALPH BUNCHE CHARTER HS,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ANIMO VENICE CHARTER HS,Venice,Los Angeles,App,20,,,18,,,,,
2020,ANIMO VENICE CHARTER HS,Venice,Los Angeles,Adm,6,,,,,,,,
2020,ANIMO VENICE CHARTER HS,Venice,Los Angeles,Enr,,,,,,,,,
2020,ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,App,19,,,17,,,,,
2020,ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,Adm,3,,,,,,,,
2020,ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,Enr,,,,,,,,,
2020,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,App,44,,,5,,20,15,,
2020,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Adm,10,,,,,6,3,,
2020,ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,Enr,,,,,,,,,
2020,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,App,29,,,7,,9,8,,
2020,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Adm,7,,,4,,,,,
2020,ANTELOPE HIGH SCHOOL,Antelope,Sacramento,Enr,3,,,,,,,,
2020,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,App,26,6,,13,,,,,
2020,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Adm,5,,,3,,,,,
2020,ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,Enr,4,,,,,,,,
2020,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,App,17,,,7,,5,,,
2020,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Adm,7,,,,,3,,,
2020,APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,Enr,3,,,,,,,,
2020,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,App,16,,,13,,,,,
2020,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,Adm,7,,,5,,,,,
2020,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,Enr,3,,,,,,,,
2020,APTOS HIGH SCHOOL,Aptos,Santa Cruz,App,37,,,13,,,15,,
2020,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Adm,7,,,,,,5,,
2020,APTOS HIGH SCHOOL,Aptos,Santa Cruz,Enr,5,,,,,,4,,
2020,ARAGON HIGH SCHOOL,San Mateo,San Mateo,App,129,,,14,,71,30,8,
2020,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Adm,18,,,,,12,,,
2020,ARAGON HIGH SCHOOL,San Mateo,San Mateo,Enr,12,,,,,9,,,
2020,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,App,249,,,5,,217,7,11,
2020,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Adm,55,,,,,47,,6,
2020,ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,Enr,21,,,,,18,,,
2020,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,App,54,,,6,,,41,,
2020,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,Adm,5,,,,,,3,,
2020,ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,Enr,3,,,,,,,,
2020,ARISE HIGH SCHOOL,Oakland,Alameda,App,14,,,11,,,,,
2020,ARISE HIGH SCHOOL,Oakland,Alameda,Adm,,,,,,,,,
2020,ARISE HIGH SCHOOL,Oakland,Alameda,Enr,,,,,,,,,
2020,ARLINGTON HIGH SCHOOL,Riverside,Riverside,App,12,,,7,,,,,
2020,ARLINGTON HIGH SCHOOL,Riverside,Riverside,Adm,6,,,4,,,,,
2020,ARLINGTON HIGH SCHOOL,Riverside,Riverside,Enr,3,,,,,,,,
2020,ARMIJO HIGH SCHOOL,Fairfield,Solano,App,22,,,6,,8,5,,
2020,ARMIJO HIGH SCHOOL,Fairfield,Solano,Adm,4,,,,,,,,
2020,ARMIJO HIGH SCHOOL,Fairfield,Solano,Enr,,,,,,,,,
2020,ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,App,190,,,12,,122,42,7,
2020,ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,Adm,40,,,,,32,,3,
2020,ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,Enr,19,,,,,14,,,
2020,ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,App,36,,,9,,8,15,,
2020,ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,Adm,10,,,4,,,,,
2020,ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,Enr,4,,,,,,,,
2020,ARROYO HIGH SCHOOL,El Monte,Los Angeles,App,31,,,7,,24,,,
2020,ARROYO HIGH SCHOOL,El Monte,Los Angeles,Adm,8,,,,,7,,,
2020,ARROYO HIGH SCHOOL,El Monte,Los Angeles,Enr,4,,,,,3,,,
2020,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,App,60,,,14,,37,,,
2020,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,Adm,16,,,4,,11,,,
2020,ARROYO HIGH SCHOOL,San Lorenzo,Alameda,Enr,13,,,3,,10,,,
2020,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,App,23,,,21,,,,,
2020,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,Adm,8,,,,,,,,
2020,ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,Enr,4,,,,,,,,
2020,ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,App,16,,,7,,6,,,
2020,ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,Adm,4,,,,,,,,
2020,ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,Enr,,,,,,,,,
2020,ARVIN HIGH SCHOOL,Arvin,Kern,App,24,,,22,,,,,
2020,ARVIN HIGH SCHOOL,Arvin,Kern,Adm,7,,,6,,,,,
2020,ARVIN HIGH SCHOOL,Arvin,Kern,Enr,,,,,,,,,
2020,ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,App,,,,,,,,,
2020,ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,Adm,,,,,,,,,
2020,ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,Enr,,,,,,,,,
2020,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,App,15,,,5,,10,,,
2020,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,Adm,3,,,,,,,,
2020,ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,Enr,,,,,,,,,
2020,ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,App,17,,,16,,,,,
2020,ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,Adm,3,,,,,,,,
2020,ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,Enr,3,,,,,,,,
2020,ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,App,14,,,10,,,,,
2020,ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,Adm,4,,,3,,,,,
2020,ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,Enr,,,,,,,,,
2020,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,App,18,,,17,,,,,
2020,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,Adm,6,,,,,,,,
2020,ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,Enr,5,,,,,,,,
2020,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,App,6,,,,,,,,
2020,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,Adm,,,,,,,,,
2020,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,Enr,,,,,,,,,
2020,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,App,13,,,6,,,,,
2020,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,Adm,4,,,,,,,,
2020,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,Enr,4,,,,,,,,
2020,ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,App,7,,,5,,,,,
2020,ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,Adm,,,,,,,,,
2020,ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,Enr,,,,,,,,,
2020,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,App,7,,,,,,5,,
2020,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,Adm,,,,,,,,,
2020,ATASCADERO HIGH SCHOOL,Atascadero,San Luis Obispo,Enr,,,,,,,,,
2020,ATWATER HIGH SCHOOL,Atwater,Merced,App,24,,,19,,,,,
2020,ATWATER HIGH SCHOOL,Atwater,Merced,Adm,3,,,,,,,,
2020,ATWATER HIGH SCHOOL,Atwater,Merced,Enr,,,,,,,,,
2020,AVENAL HIGH SCHOOL,Avenal,Kings,App,5,,,,,,,,
2020,AVENAL HIGH SCHOOL,Avenal,Kings,Adm,3,,,,,,,,
